source,target
Stacking (chemistry),Linear chain compound
Supermolecule,Supramolecular chemistry
Supramolecular assembly,Supramolecular chemistry
Supramolecular catalysis,Artificial enzyme
Supramolecular catalysis,Host–guest chemistry
Supramolecular catalysis,Supramolecular chemistry
Supramolecular polymer,Host–guest chemistry
Supramolecular polymer,Ionic bonding
Supramolecular polymer,J-aggregate
Supramolecular polymer,Non-covalent interaction
Supramolecular polymer,Stacking (chemistry)
Supramolecular polymer,Takuzo Aida
Supramolecular polymer,Van der Waals force
Topology (chemistry),Circuit topology
Topology (chemistry),Molecular knot
Bilayer,Monolayer
Bilayer,Thin film
Evaporation suppressing monolayers,Self-assembled monolayer
Frank–Van der Merwe growth,Epitaxy
Frank–Van der Merwe growth,Molecular-beam epitaxy
Frank–Van der Merwe growth,Stranski–Krastanov growth
Layer by layer,Atomic layer deposition
Low field magnetoresistance,Colossal magnetoresistance
Monolayer,Evaporation suppressing monolayers
Monolayer,Langmuir (unit)
Monolayer,Langmuir–Blodgett film
Monolayer,Self-assembled monolayer
Multilayer medium,Thin film
Nanomesh,Naphthalocyanine
Perfluorodecyltrichlorosilane,MEMS
Perfluorodecyltrichlorosilane,OLED
Plasma-immersion ion implantation,Electric charge
Refractive index and extinction coefficient of thin film materials,Microfabrication
Stranski–Krastanov growth,Atomic force microscopy
Stranski–Krastanov growth,Epitaxy
Stranski–Krastanov growth,Molecular-beam epitaxy
Thin-film lithium-ion battery,ACS Nano
Thin-film lithium-ion battery,Sputtering
Thin-film lithium-ion battery,Thin film
Thin-film transistor,AMOLED
Thin-film transistor,Amorphous silicon
Thin-film transistor,Organic field-effect transistor
Thin-film transistor,Thin film
1 μm process,1.5 μm process
1 μm process,800 nm process
1.5 μm process,1 μm process
1.5 μm process,3 μm process
3 μm process,1.5 μm process
3 μm process,6 μm process
6 μm process,3 μm process
10 µm process,6 μm process
Advanced Materials,Advanced Functional Materials
Advanced Materials,Small (journal)
Fluorescence intermittency,Fluorescence intermittency in colloidal nanocrystals
International Journal of Nanomedicine,Nanomedicine
International Journal of Nanoscience,Nanotechnology
Ion-beam–assisted deposition,Ion beam deposition
Ion-beam–assisted deposition,Ion plating
Ion-beam–assisted deposition,Physical vapor deposition
Ion beam deposition,Cathodic arc deposition
Ion beam deposition,Sputter deposition
Journal of Biomedical Nanotechnology,Nanomedicine
Journal of Nanoparticle Research,Nanotechnology
Laser ablation synthesis in solution,Nanoparticle
Molecular computational identification,Nanotechnology
Nano (journal),Nanotechnology
Nano Research,Nanotechnology
Nano-Micro Letters,Nanotechnology
Nano-Structures & Nano-Objects,Nanotechnology
Nanomaterials (journal),Nanomaterials
Nanophotonics (journal),Nanotechnology
Nanoscale Research Letters,Nanotechnology
Nanotechnology (journal),Nanotechnology
Nanotechnology Law & Business,Nanotechnology
Nanotoxicology (journal),Nanomedicine
Nanotoxicology (journal),Nanotechnology
Nanotransfer printing,Nanolithography
Phenine nanotube,Carbon nanotube
"Proceedings of the Institution of Mechanical Engineers, Part N",Nanoengineering
Rational design,Nucleic acid design
Small (journal),Advanced Functional Materials
Small (journal),Advanced Materials
Small (journal),Nanotechnology
Small (journal),Small Science (journal)
Small Science (journal),Nanotechnology
Small Science (journal),Small (journal)
Space Nanotechnology Laboratory,Nanoruler
Topoisomer,Catenane
Topoisomer,Molecular knot
James R. Von Ehr II,Zyvex
James R. Von Ehr II,Zyvex Technologies
Luca Cardelli,DNA computing
Anne Condon,DNA computing
Hendrik Dietz,DNA origami
Robert Dirks,DNA machine
Robert Dirks,DNA nanotechnology
Robert Dirks,"International Society for Nanoscale Science, Computation, and Engineering"
Robert Dirks,NUPACK
Robert Dirks,Niles Pierce
Nataša Jonoska,DNA computing
Nataša Jonoska,DNA nanotechnology
Nataša Jonoska,"International Society for Nanoscale Science, Computation, and Engineering"
Lila Kari,DNA computing
Thomas LaBean,DNA nanotechnology
Laura Landweber,DNA computing
John Reif,DNA computing
John Reif,DNA nanotechnology
Paul W. K. Rothemund,DNA computing
Paul W. K. Rothemund,DNA nanotechnology
Paul W. K. Rothemund,DNA origami
Paul W. K. Rothemund,Erik Winfree
Paul W. K. Rothemund,Feynman Prize in Nanotechnology
Georg Seelig,DNA nanotechnology
Georg Seelig,Erik Winfree
Nadrian Seeman,DNA computing
Nadrian Seeman,DNA machine
Nadrian Seeman,DNA nanotechnology
Nadrian Seeman,DNA origami
Nadrian Seeman,Feynman Prize in Nanotechnology
Nadrian Seeman,Nanotechnology
Friedrich Simmel,DNA nanotechnology
Andrew Turberfield,DNA nanotechnology
Erik Winfree,Anne Condon
Erik Winfree,DNA computing
Erik Winfree,DNA nanotechnology
Erik Winfree,Feynman Prize in Nanotechnology
Erik Winfree,Nadrian Seeman
Bernard Yurke,DNA machine
Bernard Yurke,DNA nanotechnology
Mete Atatüre,Small (journal)
Jonathan Finley,Nanophotonics
Jonathan Finley,Plasmon
Paul McEuen,Carbon nanotube
Paul McEuen,Nanotechnology
Teri W. Odom,ACS Nano
Teri W. Odom,ACS Photonics
Teri W. Odom,Charles M. Lieber
Teri W. Odom,International Institute for Nanotechnology
Teri W. Odom,Nano Letters
Teri W. Odom,Nanotechnology
Martino Poggio,Center for Probing the Nanoscale
Martino Poggio,Swiss Nanoscience Institute
Ramakrishna Podila,Nanogenerator
Christian Schönenberger,Cooper pair
Christian Schönenberger,Swiss Nanoscience Institute
Paul Alivisatos,ACS Nano
Paul Alivisatos,Advanced Materials
Paul Alivisatos,DNA nanotechnology
Paul Alivisatos,Delia Milliron
Paul Alivisatos,Nano Letters
Paul Alivisatos,Sandra J. Rosenthal
Paul Alivisatos,Yi Cui (scientist)
Vartkess Ara Apkarian,Center for Chemistry at the Space-Time Limit
Harry Atwater,ACS Photonics
Harry Atwater,Advanced Materials
Harry Atwater,Jennifer Dionne
Harry Atwater,Nanophotonics
Harry Atwater,Surface plasmon
Tom Baehr-Jones,Nanophotonics
Rizia Bardhan,Molecular Foundry
Rizia Bardhan,Naomi Halas
Moungi Bawendi,ACS Applied Nano Materials
Moungi Bawendi,Alexey Ekimov
Moungi Bawendi,Cherie Kagan
Moungi Bawendi,Christopher B. Murray
Moungi Bawendi,Hyeon Taeghwan
Tina Brower-Thomas,Intercalation (chemistry)
Tina Brower-Thomas,National Nanotechnology Initiative
Tina Brower-Thomas,Single-layer materials
Markus J. Buehler,Materiomics
Markus J. Buehler,Nanotechnology
Ahmed Busnaina,Journal of Nanoparticle Research
David Carroll (physicist),Nanoengineering
David Carroll (physicist),Nanoparticle
David Carroll (physicist),Scanning probe microscopy
Gang Chen (engineer),Nanotechnology
Baratunde A. Cola,Timothy S. Fisher
Yi Cui (scientist),Charles M. Lieber
Yi Cui (scientist),Gang Chen (engineer)
Yi Cui (scientist),Hongjie Dai
Yi Cui (scientist),Nano Letters
Yi Cui (scientist),Nano Today
Yi Cui (scientist),Paul Alivisatos
Yi Cui (scientist),Shanhui Fan
Hongjie Dai,Nanotechnology
Theda Daniels-Race,Nanoelectronics
Tejal A. Desai,Microtechnology
Jennifer Dionne,Harry Atwater
Jennifer Dionne,Nano Letters
Jennifer Dionne,Paul Alivisatos
Mildred Dresselhaus,Andre Geim
Mildred Dresselhaus,Dresselhaus effect
Mildred Dresselhaus,Konstantin Novoselov
Mildred Dresselhaus,Mitsutaka Fujita
Mildred Dresselhaus,Nanotechnology
K. Eric Drexler,Baldr Sky
K. Eric Drexler,Chemical vapor deposition
K. Eric Drexler,Christine Peterson
K. Eric Drexler,Engines of Creation
K. Eric Drexler,Foresight Institute
K. Eric Drexler,National Nanotechnology Initiative
K. Eric Drexler,Prey (novel)
K. Eric Drexler,Ray Kurzweil
K. Eric Drexler,Richard Feynman
K. Eric Drexler,Richard Smalley
K. Eric Drexler,The Diamond Age
K. Eric Drexler,There's Plenty of Room at the Bottom
F. J. Duarte,OLED
Don Eigler,Andreas J. Heinrich
Don Eigler,IBM (atoms)
Don Eigler,Nadrian Seeman
Don Eigler,Nanotechnology
Richard Feynman,Brownian ratchet
Richard Feynman,Hellmann–Feynman theorem
Richard Feynman,Nanomedicine
Richard Feynman,Nanotechnology
Richard Feynman,Quantum electrodynamics
Richard Feynman,Synthetic molecular motor
Richard Feynman,There's Plenty of Room at the Bottom
Richard Feynman,Tom Newman (scientist)
Robert Freitas,Feynman Prize in Nanotechnology
Robert Freitas,Nanotechnology
Robert Freitas,Ralph Merkle
Robert Freitas,Zyvex
Naomi Halas,Nanophotonics
Naomi Halas,Nanotechnology
Naomi Halas,Plasmonics
Naomi Halas,Quantum dot
J. Storrs Hall,Foresight Institute
Mark Hersam,Mark Welland
Mark Hersam,NanoIntegris
Mark Hersam,Phaedon Avouris
Mark Hersam,Richard Smalley
Mark Hersam,Sumio Iijima
Andres Jaramillo-Botero,Nanotechnology
Cherie Kagan,ACS Nano
Cherie Kagan,Christopher B. Murray
Cherie Kagan,Moungi Bawendi
Cherie Kagan,Nano Letters
Cherie Kagan,Nano Today
Richard Kaner,California NanoSystems Institute
Raoul Kopelman,Nanophotonics
Raoul Kopelman,Richard Smalley
Jun Li (chemist),ACS Applied Nano Materials
Jun Li (chemist),Advanced Functional Materials
Jun Li (chemist),Foresight Institute
Jun Li (chemist),IEEE Transactions on Nanotechnology
Jun Li (chemist),Nano Letters
Jun Li (chemist),Nanoscale (journal)
Jun Li (chemist),Small (journal)
Jun Li (chemist),The Journal of Physical Chemistry C
Charles M. Lieber,Feynman Prize in Nanotechnology
Charles M. Lieber,Hongjie Dai
Charles M. Lieber,Molecular electronics
Charles M. Lieber,Nano Letters
Charles M. Lieber,Nano/Bio Interface Center
Charles M. Lieber,Nanobiotechnology
Charles M. Lieber,Nanoelectronics
Charles M. Lieber,Nanomaterials
Charles M. Lieber,Nanoparticle
Charles M. Lieber,Nanostructure
Charles M. Lieber,Nanosys
Charles M. Lieber,Nanotechnology
Charles M. Lieber,Nanowire
Charles M. Lieber,Scanning probe microscopy
Charles M. Lieber,Self-assembly
Charles M. Lieber,Yi Cui (scientist)
Patrick Lincoln,IEEE Transactions on Nanotechnology
Patrick Lincoln,Nanotechnology
ShaChelle Devlin Manning,Zyvex
Wil McCarthy,Bloom (novel)
Wil McCarthy,The Wellstone
William McLellan (American electrical engineer),Richard Feynman
William McLellan (American electrical engineer),There's Plenty of Room at the Bottom
William McLellan (American electrical engineer),Tom Newman (scientist)
Ralph Merkle,Feynman Prize in Nanotechnology
Ralph Merkle,PARC (company)
Ralph Merkle,Robert Freitas
Ralph Merkle,The Diamond Age
Ralph Merkle,Zyvex
Ramez Naam,The Nexus Trilogy
Christine Peterson,Foresight Institute
Eric Pop,Hongjie Dai
Matthew Putman (scientist),Nanotronics Imaging
Calvin Quate,Atomic force microscopy
Calvin Quate,PARC (company)
Mark Reed (physicist),Nanotechnology
Mark Reed (physicist),Nanotechnology (journal)
Sandra J. Rosenthal,Nanomaterials
Sandra J. Rosenthal,Paul Alivisatos
Michael J. Sailor,Nanotechnology
Michael J. Sailor,Smartdust
Sheldon Schultz,Nano Letters
Sheldon Schultz,Near-field scanning optical microscope
Vladimir Shalaev,Nanomaterials
Vladimir Shalaev,Nanotechnology
Richard Smalley,Gray goo
Richard Smalley,K. Eric Drexler
Richard Smalley,National Nanotechnology Initiative
Richard Smalley,Raoul Kopelman
Mark Stockman,ACS Photonics
Mark Stockman,Nano Letters
Mark Stockman,Nanophotonics
Mark Stockman,Plasmonics
Mark Stockman,Spaser
James Tour,Feynman Prize in Nanotechnology
James Tour,Molecular electronics
James Tour,NanoPutian
James Tour,Nanocar
James Tour,Nanotechnology
Thomas J. Webster,International Journal of Nanomedicine
Thomas J. Webster,Nanomedicine
Paul Weiss (nanoscientist),ACS Nano
Paul Weiss (nanoscientist),California NanoSystems Institute
Paul Weiss (nanoscientist),Jillian Buriak
William L. Wilson (nanoscientist),Moungi Bawendi
Joyce Wong,ACS Applied Nano Materials
Joyce Wong,Jacob Israelachvili
Jackie Yi-Ru Ying,Biomedical Materials (journal)
Jackie Yi-Ru Ying,Nano Today
Jackie Yi-Ru Ying,Nanotechnology
Michael Fuhrer,Nanoelectronics
Michael Fuhrer,Paul McEuen
Michelle Simmons,Feynman Prize in Nanotechnology
Michelle Simmons,Foresight Institute
Michelle Simmons,"International Union for Vacuum Science, Technique and Applications"
Michelle Simmons,Nature Nanotechnology
Jeremy Baumberg,Nanophotonics
Jeremy Baumberg,Plasmon
Hagan Bayley,Nanopore sequencing
Hagan Bayley,Nanoreactor
Shareen Doak,Nanotoxicology
Andre Geim,Konstantin Novoselov
Andre Geim,National Graphene Institute
Nicole Grobert,Bayer
Nicole Grobert,Harry Kroto
Harry Kroto,Richard Smalley
Andrew D. Maynard,Nanotechnology
Andrew D. Maynard,National Nanotechnology Initiative
Moein Moghimi,Nanomedicine
Moein Moghimi,Precision Nanomedicine
Moein Moghimi,Targeted drug delivery
Konstantin Novoselov,Andre Geim
Konstantin Novoselov,Centre for Advanced 2D Materials
Konstantin Novoselov,Graphene
Konstantin Novoselov,National Graphene Institute
Zoe Pikramenou,Nanotechnology
Zoe Pikramenou,Supermolecule
Mark Welland,Nanolithography
Mark Welland,Nanotechnology
Mark Welland,Scanning probe microscopy
Jillian Buriak,ACS Nano
Jillian Buriak,Nanotechnology
Bai Chunli,Ballistic electron emission microscopy
Bai Chunli,Nanotechnology
Bai Chunli,Scanning probe microscopy
Bai Chunli,Scanning tunneling microscope
Hai-Quan Mao,Nanobiotechnology
Yue Qi,Feynman Prize in Nanotechnology
Zhang Jin (physical chemist),National Center for Nanoscience and Technology
Cees Dekker,Kavli Institute of Nanoscience
Cees Dekker,Molecular electronics
Cees Dekker,Nanopore
Cees Dekker,Nanotechnology
Cees Dekker,Richard Smalley
Cees Dekker,Scanning tunneling microscope
Gijsje Koenderink,AMOLF
Laurent Levy,European Technology Platform Nanomedicine
Laurent Levy,Nanobiotix
Jean-Pierre Sauvage,Mechanically interlocked molecular architectures
Jean-Pierre Sauvage,Synthetic molecular motor
Jean-Pierre Sauvage,Topoisomer
Harald Fuchs,CeNTech
Andreas J. Heinrich,A Boy and His Atom
Andreas J. Heinrich,Don Eigler
Andreas J. Heinrich,Feynman Prize in Nanotechnology
Andreas J. Heinrich,Scanning tunneling microscope
Andreas J. Heinrich,Wolf-Dieter Schneider (physicist)
Wolfgang Parak,Nanomaterials
Wolfgang Parak,Paul Alivisatos
Heike Riel,OLED
Michael Tsapatsis,Polymer nanocomposite
Pulickel Ajayan,Nanotechnology
Pulickel Ajayan,Sumio Iijima
Pulickel Ajayan,Thomas Ebbesen
Sangeeta Bhatia,Bio-MEMS
Sangeeta Bhatia,Michael J. Sailor
Sangeeta Bhatia,Nanotechnology
Anita Goel,Nanotechnology
Lakshmi Kantam,Nanomaterials
Sulabha K. Kulkarni,Nanotechnology
Owais Mohammad,International Journal of Nanomedicine
Owais Mohammad,Nanoparticle
Owais Mohammad,Nanotechnology
Jiban Jyoti Panda,Institute of Nano Science and Technology
Thalappil Pradeep,Surface-enhanced Raman spectroscopy
Ashok M. Raichur,Nanomedicine
Srinivasan Sampath,Nanomaterials
Murali Sastry,Nanomaterials
Murali Sastry,Nanotechnology
Murali Sastry,Thin film
Ashwin Seshia,Nanotechnology
Ashutosh Sharma (chemical engineer),Self-assembly of nanoparticles
Ajay K. Sood,ACS Nano
Ajay K. Sood,Graphene
Ajay K. Sood,Nanotechnology
K. George Thomas,Nanomaterials
Ghassem Amoabediny,Nanobiotechnology
Morteza Mahmoudi,Nanoparticle
Uri Banin,Nano Letters
Uri Banin,Nanosys
Uri Banin,Paul Alivisatos
Uri Banin,Scanning tunneling spectroscopy
Ehud Gazit,Nanotechnology
Ehud Gazit,Nature Nanotechnology
Eran Rabani,Nano Letters
Ester H. Segal,Gene gun
Ester H. Segal,Michael J. Sailor
Ester H. Segal,Russell Berrie Nanotechnology Institute
Yoav Shechtman,ACS Nano
Yoav Shechtman,Nano Letters
Yoav Shechtman,Nanobiotechnology
Andrea Alù,Nader Engheta
Andrea Alù,Vladimir Shalaev
Andrea Alù,Yuri Kivshar
Cinzia Casiraghi,Graphene
Cinzia Casiraghi,Nanotechnology
Cinzia Casiraghi,National Graphene Institute
Gianni Ciofani,Istituto Italiano di Tecnologia
Paolo Samorì,ACS Nano
Paolo Samorì,Advanced Materials
Paolo Samorì,Nanoscale (journal)
Paolo Samorì,Small (journal)
Takuzo Aida,Supramolecular chemistry
Hideyuki Arata,Bio-MEMS
Hideyuki Arata,MEMS
Morinobu Endo,Chemical vapor deposition
Morinobu Endo,Nanotechnology
Leo Esaki,Quantum well
Leo Esaki,Superlattice
Mitsutaka Fujita,Katsunori Wakabayashi
Mitsutaka Fujita,Nanotechnology
Sumio Iijima,Nanotechnology
Hiromichi Kataura,Nanotechnology
Katsunori Wakabayashi,International Center for Materials Nanoarchitectonics
Katsunori Wakabayashi,Mitsutaka Fujita
Katsunori Wakabayashi,Nanotechnology
Katsunori Wakabayashi,National Institute for Materials Science
Richard Blaikie,MacDiarmid Institute for Advanced Materials and Nanotechnology
Nicola Gaston,MacDiarmid Institute for Advanced Materials and Nanotechnology
Alexey Ekimov,Brus equation
Alexey Ekimov,Moungi Bawendi
Alexey Ekimov,Nanomaterials
Alexey Ekimov,Spintronics
Claes-Göran Granqvist,Green nanotechnology
Claes-Göran Granqvist,Smart glass
Peter Nordlander,Naomi Halas
Hatice Altug,Nanolithography
Hatice Altug,Nanophotonics
Hatice Altug,Plasmonics
Hilmi Volkan Demir,David A. B. Miller
Hilmi Volkan Demir,Nanotechnology
Rusnano,Nanoelectronics
Rusnano,Nanomaterials
Avengers: Infinity War,Black Panther (film)
Avengers: Infinity War,Iron Man's armor (Marvel Cinematic Universe)
The Day the Earth Stood Still (2008 film),Nanorobotics
Iron Man 3,Extremis
Iron Man 3,Iron Man's armor (Marvel Cinematic Universe)
Terminator 3: Rise of the Machines,Terminator (franchise)
Terminator 3: Rise of the Machines,Terminator Genisys
Transcendence (2014 film),Iron Man 3
Transcendence (2014 film),The Day the Earth Stood Still (2008 film)
Chasm City,Revelation Space series
Crysis Warhead,Crysis (video game)
Crysis Warhead,Crysis 2
Deus Ex: Invisible War,Deus Ex (video game)
Deus Ex: Invisible War,Nanotechnology
Jason X: Death Moon,Nanorobotics
Jason X: Planet of the Beast,Nanorobotics
Jason X: The Experiment,Nanorobotics
Metal Gear,Crysis 2
Center for Functional Nanomaterials,Nanolithography
Molecular Foundry,Carbon nanotube
Egypt Nanotechnology Center,Graphene
Egypt Nanotechnology Center,Nanotechnology
Egypt Nanotechnology Center,Nile University
1 nm process,2 nm process
1 nm process,Epitaxy
1 nm process,Van der Waals radius
2 nm process,1 nm process
2 nm process,3 nm process
2 nm process,5 nm process
2 nm process,7 nm process
2 nm process,Extreme ultraviolet lithography
3 nm process,1 nm process
3 nm process,2 nm process
3 nm process,5 nm process
5 nm process,3 nm process
5 nm process,7 nm process
5 nm process,Extreme ultraviolet lithography
7 nm process,10 nm process
7 nm process,5 nm process
7 nm process,90 nm process
7 nm process,Extreme ultraviolet lithography
7 nm process,Multiple patterning
7 nm process,Phase-shift mask
10 nm process,14 nm process
10 nm process,7 nm process
14 nm process,10 nm process
14 nm process,22 nm process
14 nm process,Electron-beam lithography
22 nm process,14 nm process
22 nm process,32 nm process
22 nm process,Silicon on insulator
32 nm process,22 nm process
32 nm process,28 nm process
32 nm process,45 nm process
45 nm process,14 nm process
45 nm process,22 nm process
45 nm process,32 nm process
45 nm process,65 nm process
65 nm process,45 nm process
65 nm process,90 nm process
90 nm process,130 nm process
90 nm process,32 nm process
90 nm process,65 nm process
90 nm process,Thin film
90 nm process,X-ray lithography
180 nm process,130 nm process
180 nm process,250 nm process
28 nm process,32 nm process
Acene,Anthracene
Acene,Hexacene
Acene,Pentacene
Acene,Tetracene
Dielectric elastomers,3M
Metal rubber,Conductive polymer
Metal rubber,Self-assembly
PEDOT-TMA,Carbon nanotube
PEDOT-TMA,Dye-sensitized solar cell
PEDOT-TMA,OLED
Photoconductive polymer,Conductive polymer
Photoconductive polymer,Photodiode
PIDA (polymer),Crystal engineering
"Poly(3,4-ethylenedioxythiophene)",PEDOT-TMA
"Poly(3,4-ethylenedioxythiophene)",Polythiophene
Polyaniline nanofibers,Polyaniline
Polydioctylfluorene,Van der Waals force
Polythiazyl,Superconductivity
Anthracene,Tetracene
"9,10-Bis(phenylethynyl)anthracene","5,12-Bis(phenylethynyl)naphthacene"
"9,10-Bis(phenylethynyl)anthracene","9,10-Diphenylanthracene"
"1-Chloro-9,10-bis(phenylethynyl)anthracene","2-Chloro-9,10-bis(phenylethynyl)anthracene"
"1-Chloro-9,10-bis(phenylethynyl)anthracene","9,10-Bis(phenylethynyl)anthracene"
"2-Chloro-9,10-bis(phenylethynyl)anthracene","1-Chloro-9,10-bis(phenylethynyl)anthracene"
"2-Chloro-9,10-bis(phenylethynyl)anthracene","9,10-Bis(phenylethynyl)anthracene"
Diindenoperylene,OLED
Indigo dye,"6,6'-Dibromoindigo"
Organic photorefractive materials,Smart glass
Organic photorefractive materials,Tetracyanoquinodimethane
Pentacene,Nanoscale (journal)
Pentacene,Perfluoropentacene
Pentacene,Van der Waals radius
Perfluoropentacene,OLED
Perylenetetracarboxylic dianhydride,Atomic force microscopy
Perylenetetracarboxylic dianhydride,Self-assembly
Quinacridone,Self-assembly
Quinacridone,Stacking (chemistry)
Tetracyanoquinodimethane,Tetrathiafulvalene
Luisa Torsi,Organic field-effect transistor
Catastrophin,Kinesin
Dynactin,DCTN6
Dynactin,Dynein
Dynactin,Motor protein
KIF4A,Kinesin
KIF4B,KIF4A
KIF9,Motor protein
KIF18A,Motor protein
KIF18B,Motor protein
Kinesin,Dynein
Kinesin,KIF12
Kinesin,KIF18A
Kinesin,KIF18B
Kinesin,KIF19
Kinesin,KIF1A
Kinesin,KIF1C
Kinesin,KIF2A
Kinesin,KIF3C
Kinesin,KIF4A
Kinesin,KIF4B
Kinesin,KIF5B
Kinesin,KIF5C
Kinesin,KIF7
Kinesin,KIF9
Kinesin,Kinesin 13
Kinesin,Kinesin 8
Kinesin,Molecular motor
Kinesin 8,KIF18A
Meromyosin,Heavy meromyosin
Motility protein A,PomA
Motility protein A,PomB
Motility protein B,PomA
Motility protein B,PomB
Myosin,MYO1G
Myosin,MYO7A
Myosin,Myosin light chain
PomA,PomB
PomB,PomA
Bio-MEMS,Dielectrophoresis
Bio-MEMS,Hydrophobe
Bio-MEMS,MEMS
Bio-MEMS,Microfabrication
Bio-MEMS,Microfluidics
Bio-MEMS,Micropatterning
Bio-MEMS,Monitoring (medicine)
Bio-MEMS,Organ-on-a-chip
Bio-MEMS,Photolithography
Bio-MEMS,Surface plasmon resonance
Journal of Microelectromechanical Systems,MEMS
Fariborz Maseeh,MEMS
MEMS,Atomic force microscopy
MEMS,Bio-MEMS
MEMS,Bulk micromachining
MEMS,Evaporation (deposition)
MEMS,Journal of Microelectromechanical Systems
MEMS,Microelectromechanical system oscillator
MEMS,Nanoelectromechanical systems
MEMS,Nanoscale (journal)
MEMS,Photolithography
MEMS,Richard Feynman
MEMS,Silicon nanowire
MEMS,Surface micromachining
MEMS,There's Plenty of Room at the Bottom
MEMS,X-ray lithography
Microscanner,Bulk micromachining
Microscanner,MEMS
Microscanner,Micromirror device
Microscanner,Surface micromachining
Radio-frequency microelectromechanical system,Microelectromechanical system oscillator
Radio-frequency microelectromechanical system,Photolithography
Radio-frequency microelectromechanical system,Van der Waals force
Smartdust,The Invincible
T-MOS thermal sensor,Silicon on insulator
Nanoparticle,Atomic force microscopy
Nanoparticle,Carbon nanotube
Nanoparticle,Claes-Göran Granqvist
Nanoparticle,Erythrocyte membrane-coated nanoparticles
Nanoparticle,Fiveling
Nanoparticle,ISO/TS 80004
Nanoparticle,Icosahedral twins
Nanoparticle,Lycurgus Cup
Nanoparticle,Magnetoelastic filament
Nanoparticle,Nanobiotechnology
Nanoparticle,Nanocrystalline silicon
Nanoparticle,Nanofluid
Nanoparticle,Nanogeoscience
Nanoparticle,Nanomaterials
Nanoparticle,Nanomedicine
Nanoparticle,Nanoparticle deposition
Nanoparticle,Nanoparticle tracking analysis
Nanoparticle,Nanotechnology
Nanoparticle,National Nanotechnology Initiative
Nanoparticle,Plasmon
Nanoparticle,Quantum dot
Nanoparticle,Self-assembly of nanoparticles
Nanoparticle,Silicon quantum dot
Nanoparticle,Sol–gel process
Nanoparticle,Synthesis of nanoparticles by fungi
Ultrafine particle,Health and safety hazards of nanomaterials
Aquasome,Nanocrystalline material
Aquasome,Self-assembly of nanoparticles
3D cell culturing by magnetic levitation,Nanocluster
3D cell culturing by magnetic levitation,Nanostructure
Characterization of nanoparticles,ACS Applied Nano Materials
Characterization of nanoparticles,Applications of nanotechnology
Characterization of nanoparticles,Energy applications of nanotechnology
Characterization of nanoparticles,Health and safety hazards of nanomaterials
Characterization of nanoparticles,ISO/TS 80004
Characterization of nanoparticles,Industrial applications of nanotechnology
Characterization of nanoparticles,Nanomedicine
Characterization of nanoparticles,Nanotechnology
Characterization of nanoparticles,Nanotoxicology
Characterization of nanoparticles,National Nanotechnology Initiative
Characterization of nanoparticles,Near-field scanning optical microscope
Characterization of nanoparticles,Ultrafine particle
Decahedral nanoparticle,Fiveling
Extended Wulff constructions,Extended Wulff constructions
Extended Wulff constructions,Fiveling
Extended Wulff constructions,Icosahedral twins
Fiveling,Extended Wulff constructions
Fiveling,Fiveling
Fiveling,Icosahedral twins
Fiveling,Island growth
Fiveling,Lennard-Jones potential
Fiveling,Miguel José Yacamán
Fiveling,National Nanotechnology Initiative
Fiveling,Pulickel Ajayan
Icosahedral nanoparticle,Icosahedral twins
Icosahedral twin,Icosahedral twins
Icosahedral twins,Cluster (physics)
Icosahedral twins,Extended Wulff constructions
Icosahedral twins,Fiveling
Icosahedral twins,Icosahedral twins
Icosahedral twins,Lennard-Jones potential
Icosahedral twins,Pulickel Ajayan
Modified Wulff construction,Extended Wulff constructions
Multiply-twinned particle,Fiveling
Nano spray dryer,Carbon nanotube
Nanocluster,Dendrimer
Nanocluster,Molecular beam
Nanocomposite hydrogels,Nanomaterials
Nanoparticle deposition,Dip-coating
Nanoparticle deposition,Langmuir–Blodgett film
Nanoparticle deposition,Nanoparticle
Nanoparticle deposition,Spin coating
Nanoparticle interfacial layer,Atomic force microscopy
Nanoparticle interfacial layer,Hydrophile
Nanoparticle interfacial layer,Hydrophobe
Nanoparticle interfacial layer,Scanning tunneling microscope
Self-assembly of nanoparticles,Dip-coating
Self-assembly of nanoparticles,Hamaker theory
Self-assembly of nanoparticles,Icosahedral twins
Self-assembly of nanoparticles,Langmuir–Blodgett film
Self-assembly of nanoparticles,Nanoparticle deposition
Self-assembly of nanoparticles,Richard Feynman
Self-assembly of nanoparticles,There's Plenty of Room at the Bottom
Summertop construction,Extended Wulff constructions
Winterbottom construction,Extended Wulff constructions
Artificial lattice,Atomic manipulation
Artificial lattice,Graphene
Artificial lattice,Scanning tunneling microscope
Nanosheet,Graphene
Nanosheet,Langmuir–Blodgett film
Nanosheet,Nanocrystal solar cell
Nanosheet,Nanoparticle
Nanosheet,Quantum dot
Single-layer materials,2D silica
Single-layer materials,Andre Geim
Single-layer materials,Boron nitride nanosheet
Single-layer materials,Carbon (journal)
Single-layer materials,Epitaxy
Single-layer materials,Germanene
Single-layer materials,Graphene
Single-layer materials,Graphyne
Single-layer materials,Intercalation (chemistry)
Single-layer materials,Konstantin Novoselov
Single-layer materials,Langmuir–Blodgett film
Single-layer materials,Monolayer
Single-layer materials,Plumbene
Single-layer materials,Scanning tunneling microscope
Single-layer materials,Silicene
Single-layer materials,Stanene
Single-layer materials,Titanate nanosheet
Single-layer materials,Two-dimensional semiconductor
Single-layer materials,Van der Waals force
Boron nitride nanosheet,Chemical vapor deposition
